"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09999990463257","2.37199997901917","7.31500005722046","8.46500015258789","9.98799991607666","14.4739999771118","16.6919994354248","13.3909997940063","14.9989995956421","14.375","13.7810001373291","13.1850004196167","12.5120000839233","11.7390003204346","11.1350002288818","10.4379997253418","9.77000045776367","9.80200004577637","9.5600004196167","10.0410003662109","10.2609996795654","10.4840002059937","10.5719995498657","10.7519998550415","10.9169998168945","11.0240001678467","11.3690004348755","11.4930000305176","10.4309997558594","9.63300037384033","10.7200002670288",
"American Samoa","ASM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14799976348877","9.92700004577637","9.99300003051758","9.36200046539307","8.10900020599365","8.24199962615967","8.06999969482422","7.33300018310547","6.65500020980835","6.05600023269653","6.44399976730347","6.16400003433228","5.98000001907349","5.53399991989136","5.21700000762939","4.91699981689453","4.78599977493286","4.56300020217896","5.40199995040894","5.37900018692017","5.30399990081787","5.32299995422363","5.60599994659424","6.17199993133545","6.06599998474121","5.78000020980835","5.67000007629395","5.32100009918213","5.10200023651123","6.35400009155273","5.01399993896484",
"Austria","AUT","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54399991035461","3.77099990844727","4.49900007247925","3.96700000762939","4.88700008392334","5.20699977874756","5.26800012588501","5.57000017166138","4.76200008392334","4.59499979019165","4.13299989700317","4.52899980545044","4.34200000762939","5.88500022888184","5.85900020599365","5.59899997711182","5.30000019073486","4.41099977493286","5.08500003814697","4.63199996948242","4.57600021362305","4.79500007629395","5.29699993133545","5.38100004196167","5.30600023269653","5.53700017929077","5.0310001373291","4.65199995040894","4.35099983215332","5.22700023651123","6.11600017547607",
"Azerbaijan","AZE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.962999999523163","1.92700004577637","4.82200002670288","6.75400018692017","7.72499990463257","8.69699954986572","9.7790002822876","10.7559995651245","11.7379999160767","12.6999998092651","11.5050001144409","10.3680000305176","9.27000045776367","8.03999996185303","7.28499984741211","6.34100008010864","5.50099992752075","5.54500007629395","6.56500005722046","6.84999990463257","6.43599987030029","6.07100009918213","5.92199993133545","5.81699991226196","5.84600019454956","5.88299989700317","5.87400007247925","5.80700016021729","5.69099998474121","8.38700008392334","7.0019998550415",
"Burundi","BDI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23699998855591","2.27699995040894","2.35599994659424","2.34599995613098","2.38199996948242","2.39499998092651","2.35199999809265","2.30699992179871","2.36199998855591","2.36899995803833","2.3529999256134","2.34200000762939","2.39800000190735","2.35400009155273","2.39599990844727","2.36700010299683","1.76600003242493","1.14100003242493","1.14600002765656","1.14199995994568","1.14800000190735","1.14800000190735","1.14800000190735","1.15299999713898","1.125","1.05099999904633","0.986000001430511","0.920000016689301","0.856000006198883","0.976999998092651","1.12699997425079",
"Belgium","BEL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6499996185303","9.50699996948242","10.8280000686646","12.4309997558594","12.2110004425049","12.4020004272461","11.5299997329712","11.6979999542236","10.2150001525879","8.2819995880127","6.9229998588562","7.80100011825562","7.99900007247925","8.27499961853027","9.50599956512451","9.3120002746582","8.44499969482422","7.60200023651123","8.11299991607666","8.51399993896484","7.17799997329712","7.40899991989136","8.17500019073486","7.93800020217896","7.76900005340576","7.55999994277954","7.05800008773804","5.56599998474121","4.94000005722046","5.35300016403198","5.85599994659424",
"Benin","BEN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.583999991416931","0.575999975204468","0.551999986171722","0.552999973297119","0.526000022888184","0.518999993801117","0.5","0.492000013589859","0.472000002861023","0.455000013113022","0.441000014543533","0.425999999046326","0.517000019550323","0.601999998092651","0.703000009059906","0.779999971389771","0.85699999332428","0.950999975204468","1.057000041008","1.14800000190735","2.875","2.68499994277954","2.4909999370575","2.3529999256134","2.27300000190735","2.09299993515015","1.90600001811981","1.74000000953674","1.73599994182587","1.90799999237061","2.07299995422363",
"Burkina Faso","BFA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72000002861023","2.78999996185303","2.73600006103516","2.73699998855591","2.66700005531311","2.59100008010864","2.61400008201599","2.58299994468689","2.69799995422363","2.875","2.94199991226196","3.08800005912781","3.16700005531311","3.96900010108948","4.67399978637695","4.32299995422363","3.93400001525879","3.97099995613098","4.07600021362305","4.05800008773804","4.14900016784668","4.21700000762939","4.29400014877319","4.38399982452393","4.46000003814697","4.49700021743774","4.56199979782104","4.62400007247925","4.63899993896484","4.9060001373291","5.22599983215332",
"Bangladesh","BGD","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08400011062622","2.11299991607666","2.10700011253357","2.1010000705719","2.12299990653992","2.12100005149841","2.41599988937378","2.7260000705719","3.01699995994568","3.33100008964539","3.83200001716614","4.30299997329712","4.83300018310547","5.90399980545044","7.0149998664856","6.41900014877319","6.76000022888184","7.04099988937378","7.3270001411438","4.4229998588562","5.49100017547607","6.52500009536743","7.51800012588501","7.42399978637695","7.35200023651123","7.28299999237061","6.6560001373291","6.64699983596802","6.62799978256226","7.53299999237061","7.54300022125244",
"Bulgaria","BGR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9680004119873","15.1099996566772","16.1840000152588","12.6230001449585","10.9390001296997","12.3100004196167","13.4899997711182","11.7790002822876","14.1529998779297","15.8190002441406","18.8649997711182","17.363000869751","13.1929998397827","11.6260004043579","9.83500003814697","9.29899978637695","7.28700017929077","5.75899982452393","6.6230001449585","9.61299991607666","10.1160001754761","10.8459997177124","11.8450002670288","10.4020004272461","8.41600036621094","6.96600008010864","5.94600009918213","4.65100002288818","3.86899995803833","4.76399993896484","5.03299999237061",
"Bahrain","BHR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8289999961853","3.88800001144409","3.72399997711182","3.96700000762939","3.84100008010864","3.80200004577637","3.78999996185303","3.71900010108948","3.69799995422363","3.64800000190735","3.68099999427795","3.64100003242493","3.56599998474121","3.55999994277954","3.57999992370605","3.6010000705719","3.57599997520447","3.63199996948242","3.72300004959106","3.67899990081787","3.87599992752075","3.95300006866455","3.86899995803833","3.81100010871887","3.82200002670288","3.80999994277954","3.79999995231628","3.81699991226196","3.7720000743866","4.69199991226196","4.53599977493286",
"Bahamas, The","BHS","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1000003814697","15.8479995727539","13.0310001373291","15.2410001754761","11.7569999694824","14.6999998092651","11.3809995651245","9.8769998550415","9.3120002746582","8.23099994659424","7.03299999237061","9.6269998550415","11.8059997558594","11.1579999923706","11.2069997787476","8.0600004196167","9.11400032043457","9.26799964904785","14.0340003967285","14.6400003433228","15.3649997711182","13.9680004119873","16.2590007781982","14.6420001983643","13.0050001144409","14.4790000915527","11.3819999694824","9.94799995422363","10.0240001678467","12.6969995498657","11.7019996643066",
"Bosnia and Herzegovina","BIH","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4799995422363","22.1979999542236","23.238000869751","24.7390003204346","25.8349990844727","26.8430004119873","27.6639995574951","28.511999130249","29.05299949646","30.1200008392334","30.3810005187988","31.3899993896484","32.1730003356934","33.1870002746582","33.8870010375977","34.8470001220703","32.9269981384277","26.7830009460449","25.6429996490479","29.9230003356934","29.9230003356934","30.6450004577637","29.0030002593994","31.136999130249","30.6650009155273","30.0090007781982","23.113000869751","20.3059997558594","18.753999710083","17.4160003662109","18.1469993591309",
"Belarus","BLR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","2.57200002670288","7.01800012588501","10.5190000534058","14.4770002365112","19.8570003509521","13.8489999771118","11.2889995574951","10.2749996185303","9.78999996185303","9.17300033569336","8.60999965667725","8.10299968719482","7.66400003433228","7.03200006484985","6.48199987411499","5.88800001144409","5.36899995803833","4.63299989700317","4.71400022506714","4.61299991607666","4.48999977111816","4.42199993133545","4.37799978256226","4.22900009155273","4.19500017166138","4.04899978637695","3.56399989128113","3.20300006866455","3.31100010871887","3.07100009918213",
"Belize","BLZ","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3319997787476","14.2869997024536","14.3889999389648","15.7259998321533","18.0249996185303","18.6219997406006","20.7059993743896","21.7849998474121","20.6569995880127","17.9890003204346","15.6020002365112","15.2589998245239","15.878999710083","16.6679992675781","17.4249992370605","15.2410001754761","13.2320003509521","12.6520004272461","12.6789999008179","12.6199998855591","12.625","12.6079998016357","12.6160001754761","14.0729999542236","11.0900001525879","11.1759996414185","9.85099983215332","11.8830003738403","13.960000038147","16.0139999389648","15.5749998092651",
"Bermuda","BMU","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82500004768372","3.01699995994568","2.86400008201599","2.83500003814697","2.57100009918213","2.32100009918213","2.03299999237061","2.16100001335144","2.50399994850159","2.54500007629395","2.7279999256134","2.82299995422363","2.94799995422363","2.99600005149841","3.11299991607666","3.21300005912781","3.37100005149841","3.39000010490417","3.625","3.15799999237061","2.68499994277954","2.83800005912781","3.03500008583069","2.88100004196167","3.80699992179871","4.04400014877319","4.05399990081787","3.61500000953674","4","9.83699989318848","5.70599985122681",
"Brazil","BRA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.03800010681152","8.07999992370605","7.43400001525879","8.14900016784668","9.0620002746582","10.7089996337891","12.1059999465942","13.6890001296997","14.6759996414185","13.7770004272461","13.7600002288818","13.6879997253418","14.2720003128052","13.3400001525879","13.9809999465942","12.7790002822876","12.4840002059937","11.2480001449585","12.6730003356934","10.960000038147","10.4329996109009","9.23299980163574","8.97799968719482","8.32999992370605","10.331000328064","13.8050003051758","15.0550003051758","14.5780000686646","14.4899997711182","16.5790004730225","16.6840000152588",
"Barbados","BRB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3950004577637","25.6730003356934","27.7180004119873","27.9790000915527","22.8190002441406","17.8120002746582","17.9990005493164","16.5380001068115","13.5089998245239","11.4020004272461","11.8109998703003","12.2069997787476","12.5469999313354","10.4449996948242","10.7849998474121","9.80900001525879","8.44099998474121","9.42700004577637","9.88799953460693","10.4720001220703","12.6190004348755","12.2639999389648","11.4329996109009","12.6499996185303","8.97399997711182","8.64999961853027","8.77600002288818","8.5319995880127","7.27799987792969","8.73799991607666","8.43400001525879",
"Brunei Darussalam","BRN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.75099992752075","6.81799983978271","6.77799987792969","6.86999988555908","6.93800020217896","6.9520001411438","6.91599988937378","6.97700023651123","7.09100008010864","7.13399982452393","7.18100023269653","7.26300001144409","7.30499982833862","7.31899976730347","7.3769998550415","7.51800012588501","7.49399995803833","7.51300001144409","7.57800006866455","7.72900009155273","7.81599998474121","7.81599998474121","7.81199979782104","7.86299991607666","8.58199977874756","9.20699977874756","9.97999954223633","10.0550003051758","8.27700042724609","8.84799957275391","8.9689998626709",
"Bhutan","BTN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56599998474121","1.55900001525879","1.52199995517731","1.50600004196167","1.48699998855591","1.4539999961853","1.42499995231628","1.39999997615814","1.64300000667572","2.26999998092651","2.92400002479553","2.73000001907349","2.51600003242493","3.33599996566772","3.33500003814697","3.81100010871887","4.74399995803833","5.05900001525879","5.55299997329712","4.06300020217896","4.89200019836426","2.21600008010864","3.76900005340576","3.61500000953674","3.25999999046326","3.61500000953674","3.92400002479553","4.2480001449585","3.34500002861023","6.16400003433228","4.83300018310547",
"Botswana","BWA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9729995727539","19.0419998168945","21.048999786377","22.9979991912842","23.5219993591309","24.1410007476807","23.80299949646","23.6800003051758","20.3110008239746","17.2639999389648","22.1009998321533","24.2259998321533","26.496000289917","24.4349994659424","22.2940006256104","20.1259994506836","19.9120006561279","19.7310009002686","19.746000289917","21.5790004730225","21.6720008850098","21.7310009002686","21.6270008087158","21.7919998168945","22.0090007781982","21.7959995269775","21.8840007781982","21.9160003662109","21.9659996032715","22.6469993591309","23.125",
"Central African Republic","CAF","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83599996566772","5.90999984741211","5.92500019073486","5.94199991226196","5.9229998588562","5.96299982070923","5.98299980163574","5.93400001525879","5.89300012588501","5.81199979782104","5.9850001335144","6.05399990081787","6.13700008392334","6.10900020599365","6.15500020980835","6.12599992752075","6.10300016403198","6.06099987030029","6.18499994277954","6.5460000038147","6.46299982070923","6.42999982833862","6.38899993896484","6.47100019454956","6.60400009155273","6.58099985122681","6.53399991989136","6.41300010681152","6.45699977874756","7.01800012588501","7.2519998550415",
"Canada","CAN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69400024414063","10.1949996948242","10.6809997558594","9.80000019073486","9.11200046539307","9.29199981689453","8.92000007629395","7.99200010299683","7.28700017929077","6.69500017166138","6.85900020599365","7.11800003051758","7.15399980545044","6.85400009155273","6.46600008010864","6.09200000762939","5.65299987792969","5.65199995040894","7.00600004196167","7.24399995803833","7.00899982452393","6.81699991226196","6.59700012207031","6.38800001144409","6.29099988937378","6.23999977111816","5.84999990463257","5.48799991607666","5.24900007247925","9.38599967956543","7.21099996566772",
"Central Europe and the Baltics","CEB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4428979905926","10.3907945736619","12.0508984609712","12.048839461533","11.4736392644734","10.9827027151562","9.98335954197875","9.56765292164366","10.5851886069623","12.9800332240361","13.6210519673579","14.022056443225","13.270294265192","13.096329077908","12.6818931850938","10.5913050543992","8.19597552486115","6.97861448892121","8.45660444576307","9.82304982650398","9.88441298874693","10.1378840334884","10.2423459893078","9.16462960954012","7.90798233609927","6.44143729353413","5.25970777157951","4.29418663506209","3.85161302805625","4.41153717254716","4.48013395321371",
"Switzerland","CHE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.66300010681152","3.53099989891052","4.43900012969971","4.24300003051758","3.64599990844727","4.08099985122681","3.93300008773804","4.08300018310547","3.52900004386902","3.12400007247925","3.46199989318848","3.09500002861023","4.49300003051758","4.76999998092651","5.09299993515015","4.69600009918213","4.50500011444092","3.97000002861023","4.51399993896484","5.19999980926514","4.80000019073486","4.73899984359741","4.92199993133545","4.99100017547607","4.91200017929077","5.01100015640259","5.06300020217896","5.10500001907349","4.70900011062622","5.00099992752075","5.31300020217896",
"Channel Islands","CHI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19799995422363","7.46099996566772","8.46100044250488","8.67599964141846","8.55500030517578","8.50399971008301","8.25699996948242","7.84800004959106","7.41900014877319","6.74300003051758","6.20499992370605","6.34100008010864","6.65799999237061","6.89599990844727","6.92899990081787","6.6399998664856","6.24700021743774","6.1560001373291","7.17700004577637","7.59200000762939","7.92700004577637","8.69900035858154","9.34899997711182","9.10099983215332","8.82199954986572","8.44200038909912","7.85500001907349","7.30000019073486","7.1100001335144","8.05399990081787","7.95599985122681",
"Chile","CHL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69899988174438","5.33500003814697","5.11299991607666","6.78900003433228","5.24599981307983","9.9980001449585","9.60400009155273","9.34700012207031","13.1090002059937","12.4809999465942","11.9359998703003","11.8140001296997","12.0349998474121","13.0150003433228","12.2810001373291","11.7580003738403","10.8909997940063","12.1409997940063","13.418999671936","9.90900039672852","8.83399963378906","8.1269998550415","7.16099977493286","7.1100001335144","7.1269998550415","7.25600004196167","7.44399976730347","7.95599985122681","8","11.3889999389648","9.63899993896484",
"China","CHN","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.06200003623962","2.06200003623962","2.33999991416931","2.5220000743866","2.60899996757507","2.71300005912781","2.80900001525879","2.81800007820129","2.82599997520447","2.83500003814697","3.30299997329712","3.68499994277954","3.97900009155273","3.90000009536743","3.92499995231628","3.84599995613098","3.77600002288818","3.98300004005432","4.09499979019165","3.92899990081787","3.94700002670288","3.97300004959106","3.9909999370575","4.01800012588501","4.03599977493286","3.95900011062622","3.88199996948242","3.74399995803833","3.96199989318848","4.34299993515015","3.9539999961853",
"Cote d'Ivoire","CIV","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.04699993133545","7.13100004196167","6.22300004959106","5.30600023269653","4.34299993515015","4.31699991226196","4.27899980545044","4.31300020217896","4.57100009918213","4.81500005722046","5.06500005722046","5.30000019073486","5.55100011825562","5.67399978637695","5.92399978637695","6.11999988555908","6.36299991607666","6.52699995040894","6.76000022888184","6.92399978637695","7.33699989318848","7.33900022506714","5.18499994277954","4.24900007247925","3.31299996376038","2.35599994659424","3.84999990463257","3.43099999427795","3.01099991798401","3.23600006103516","3.50600004196167",
"Cameroon","CMR","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40299987792969","6.43900012969971","6.57200002670288","6.45300006866455","6.48600006103516","6.5149998664856","6.5460000038147","6.5789999961853","6.61999988555908","6.66800022125244","6.69500017166138","6.16599988937378","5.625","5.07600021362305","4.60699987411499","4.04699993133545","3.5","3.97099995613098","4.43699979782104","4.90100002288818","4.69000005722046","4.46999979019165","4.26000022888184","4.04699993133545","4.06199979782104","4.08900022506714","4.11499977111816","4.12599992752075","4.14499998092651","4.40899991989136","4.71099996566772",
